GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P003001,P003001.2000,P003002,P003002.2000,P003003,P003003.2000,P003004,P003004.2000,P003005,P003005.2000,P003006,P003006.2000,P003007,P003007.2000,P003008,P003008.2000
3402536480,060,34,025,35620,408,99999,999,Keansburg borough,10105,4318,10732,4269,10105,10732,8505,10014,664,229,23,11,172,132,8,7,408,187,325,152
3402536810,060,34,025,35620,408,99999,999,Keyport borough,7240,3272,7568,3400,7240,7568,5792,6447,521,531,20,9,172,168,2,3,552,224,181,186
3402537560,060,34,025,35620,408,99999,999,Lake Como borough,1759,1115,,,1759,,1458,,108,,15,,21,,0,,120,,37,
3402540770,060,34,025,35620,408,99999,999,Little Silver borough,5950,2278,6170,2288,5950,6170,5737,5994,17,19,6,10,104,93,8,1,10,12,68,41
3402541010,060,34,025,35620,408,99999,999,Loch Arbour village,194,159,280,156,194,280,184,266,3,6,0,0,3,2,0,0,1,1,3,5
3402541310,060,34,025,35620,408,99999,999,Long Branch city,30719,14170,31340,13983,30719,31340,20060,21320,4364,5847,170,113,655,513,24,15,4067,2220,1379,1312
3402542990,060,34,025,35620,408,99999,999,Manalapan township,38872,13735,33423,11066,38872,33423,34423,30687,925,664,18,9,2682,1514,7,5,364,177,453,367
3402543050,060,34,025,35620,408,99999,999,Manasquan borough,5897,3500,6310,3531,5897,6310,5665,6177,18,26,1,7,36,28,1,0,114,30,62,42
3402544070,060,34,025,35620,408,99999,999,Marlboro township,40191,13436,36398,11896,40191,36398,31587,30487,841,752,25,17,6939,4612,2,5,257,171,540,354
3402544520,060,34,025,35620,408,99999,999,Matawan borough,8810,3606,8910,3640,8810,8910,7134,7337,620,582,10,2,565,712,1,2,244,110,236,165
3402545990,060,34,025,35620,408,99999,999,Middletown township,66522,24959,66327,23841,66522,66327,62456,62819,869,803,67,46,1730,1717,8,17,537,353,855,572
3402546560,060,34,025,35620,408,99999,999,Millstone township,10566,3434,8970,2797,10566,8970,9450,8237,379,274,18,9,476,308,0,3,85,55,158,84
3402547130,060,34,025,35620,408,99999,999,Monmouth Beach borough,3279,1981,3595,1969,3279,3595,3197,3511,11,19,3,0,24,31,1,0,9,12,34,22
3402549890,060,34,025,35620,408,99999,999,Neptune township,27935,12991,27690,12217,27935,27690,14855,15485,10772,10567,94,46,632,325,9,12,701,547,872,708
3402549920,060,34,025,35620,408,99999,999,Neptune City borough,4869,2312,5218,2342,4869,5218,3798,4351,517,497,11,12,217,142,1,0,189,110,136,106
3402554270,060,34,025,35620,408,99999,999,Ocean township,27291,11541,26959,10756,27291,26959,22013,22738,2173,1529,54,40,1791,1689,13,20,582,425,665,518
3402554570,060,34,025,35620,408,99999,999,Oceanport borough,5832,2390,5807,2114,5832,5807,5445,5558,175,114,3,4,93,46,0,1,39,32,77,52
3402562430,060,34,025,35620,408,99999,999,Red Bank borough,12206,5381,11844,5450,12206,11844,7714,8077,1516,2375,118,41,226,259,13,10,2265,797,354,285
3402564410,060,34,025,35620,408,99999,999,Roosevelt borough,882,327,933,351,882,933,816,830,8,24,0,0,28,19,0,1,17,21,13,38
3402565130,060,34,025,35620,408,99999,999,Rumson borough,7122,2585,7137,2610,7122,7137,6924,6978,18,17,5,4,90,76,2,0,11,26,72,36
3402566240,060,34,025,35620,408,99999,999,Sea Bright borough,1412,1211,1818,1202,1412,1818,1335,1716,11,32,0,0,32,41,0,0,21,16,13,13
3402566330,060,34,025,35620,408,99999,999,Sea Girt borough,1828,1291,2148,1285,1828,2148,1812,2129,0,2,0,0,4,6,0,0,4,1,8,10
3402567350,060,34,025,35620,408,99999,999,Shrewsbury borough,3809,1310,3590,1223,3809,3590,3642,3468,25,19,4,0,81,60,1,0,22,13,34,30
3402567365,060,34,025,35620,408,99999,999,Shrewsbury township,1141,648,1098,546,1141,1098,823,733,163,183,1,0,75,110,0,0,34,31,45,41
3402570110,060,34,025,35620,408,99999,999,Spring Lake borough,2993,2048,3567,1930,2993,3567,2922,3523,8,12,1,0,30,10,1,0,15,4,16,18
3402570140,060,34,025,35620,408,99999,999,Spring Lake Heights borough,4713,2972,5227,2950,4713,5227,4553,5085,30,58,7,1,51,19,1,1,22,35,49,28
3402573020,060,34,025,35620,408,99999,999,Tinton Falls borough,17892,8766,15053,6211,17892,15053,14741,11862,1672,1963,23,36,835,747,4,2,235,157,382,286
3402574540,060,34,025,35620,408,99999,999,Union Beach borough,6245,2269,6649,2229,6245,6649,5686,6280,96,58,10,13,113,82,0,0,193,90,147,126
3402574900,060,34,025,35620,408,99999,999,Upper Freehold township,6902,2458,4282,1501,6902,4282,6315,4055,139,45,10,6,300,60,1,0,46,36,91,80
3402576460,060,34,025,35620,408,99999,999,Wall township,26164,10883,25261,9957,26164,25261,24521,24526,639,155,41,26,421,319,2,9,237,80,303,146
3402579310,060,34,025,35620,408,99999,999,West Long Branch borough,8097,2528,8258,2535,8097,8258,7648,7781,179,184,5,6,96,100,1,3,77,41,91,143
3402706610,060,34,027,35620,408,99999,999,Boonton town,8347,3398,8496,3352,8347,8496,6578,7052,402,337,26,18,839,660,1,1,233,187,268,241
3402706640,060,34,027,35620,408,99999,999,Boonton township,4263,1647,4287,1510,4263,4287,3937,3987,66,51,5,2,170,175,2,0,23,27,60,45
3402709040,060,34,027,35620,408,99999,999,Butler borough,7539,3169,7420,2923,7539,7420,6706,7041,84,46,12,15,228,137,0,1,373,110,136,70
3402712100,060,34,027,35620,408,99999,999,Chatham borough,8962,3210,8460,3232,8962,8460,8167,8104,89,12,18,5,435,238,0,1,90,42,163,58
3402712130,060,34,027,35620,408,99999,999,Chatham township,10452,4128,10086,4019,10452,10086,9495,9452,78,45,8,6,665,485,1,1,40,15,165,82
3402712580,060,34,027,35620,408,99999,999,Chester borough,1649,647,1635,627,1649,1635,1497,1548,17,13,8,0,38,28,0,0,53,33,36,13
3402712610,060,34,027,35620,408,99999,999,Chester township,7838,2697,7282,2377,7838,7282,7314,6927,82,84,2,1,274,174,1,4,42,19,123,73
3402717650,060,34,027,35620,408,99999,999,Denville township,16635,6734,15824,6178,16635,15824,14887,14659,236,181,20,12,1084,734,1,5,129,70,278,163
3402718070,060,34,027,35620,408,99999,999,Dover town,18157,5783,18188,5568,18157,18188,12083,12631,1108,1242,114,62,461,450,9,5,3610,2909,772,889
3402719210,060,34,027,35620,408,99999,999,East Hanover township,11157,3976,11393,3895,11157,11393,9496,9921,93,66,9,3,1330,1269,0,0,105,27,124,107
3402723910,060,34,027,35620,408,99999,999,Florham Park borough,11696,4201,8857,3342,11696,8857,10099,8326,509,88,8,1,745,343,8,5,129,34,198,60
3402729550,060,34,027,35620,408,99999,999,Hanover township,13712,5526,12898,4818,13712,12898,11728,11452,138,140,6,7,1481,1123,1,1,173,76,185,99
3402729700,060,34,027,35620,408,99999,999,Harding township,3838,1610,3180,1243,3838,3180,3613,3091,38,13,5,0,102,34,0,1,13,7,67,34
3402734980,060,34,027,35620,408,99999,999,Jefferson township,21314,8597,19717,7527,21314,19717,19318,18955,332,163,18,32,981,211,4,10,317,122,344,224
3402737110,060,34,027,35620,408,99999,999,Kinnelon borough,10248,3600,9365,3123,10248,9365,9536,8953,93,54,5,4,437,266,0,9,52,22,125,57
3402740290,060,34,027,35620,408,99999,999,Lincoln Park borough,10521,4145,10930,4110,10521,10930,9075,9845,193,191,21,13,776,578,0,1,238,142,218,160
3402741362,060,34,027,35620,408,99999,999,Long Hill township,8702,3226,8777,3206,8702,8777,7885,8141,54,34,8,15,520,420,1,3,92,49,142,115
3402742510,060,34,027,35620,408,99999,999,Madison borough,15845,5775,16530,5641,15845,16530,13746,14826,469,496,19,21,873,624,2,38,371,256,365,269
3402745330,060,34,027,35620,408,99999,999,Mendham borough,4981,1798,5097,1828,4981,5097,4767,4951,51,23,2,1,102,72,4,3,9,14,46,33
3402745360,060,34,027,35620,408,99999,999,Mendham township,5869,2062,5400,1849,5869,5400,5477,5179,76,50,3,5,200,109,0,0,33,19,80,38
3402746860,060,34,027,35620,408,99999,999,Mine Hill township,3651,1380,3679,1388,3651,3679,2946,3326,168,126,15,4,181,92,1,3,211,66,129,62
3402747670,060,34,027,35620,408,99999,999,Montville township,21528,7823,20839,7541,21528,20839,16800,17703,275,193,22,9,3890,2619,2,4,186,74,353,237
3402748090,060,34,027,35620,408,99999,999,Morris township,22306,8502,21796,8298,22306,21796,19022,19317,1261,1189,23,33,1141,849,6,3,444,199,409,206
3402748210,060,34,027,35620,408,99999,999,Morris Plains borough,5532,2197,5236,1994,5532,5236,4948,4865,151,70,5,3,275,226,0,5,59,21,94,46
3402748300,060,34,027,35620,408,99999,999,Morristown town,18411,8172,18544,7615,18411,18544,11507,12452,2572,3144,117,41,799,700,11,12,2732,1572,673,623
3402748480,060,34,027,35620,408,99999,999,Mountain Lakes borough,4160,1363,4256,1357,4160,4256,3726,3960,15,16,3,0,318,220,0,3,14,22,84,35
3402748690,060,34,027,35620,408,99999,999,Mount Arlington borough,5050,2545,4663,2039,5050,4663,4567,4263,117,85,9,9,181,178,2,2,71,59,103,67
3402749080,060,34,027,35620,408,99999,999,Mount Olive township,28117,11244,24193,9311,28117,24193,22679,20974,1614,918,55,40,2315,1452,12,2,805,369,637,438
3402750130,060,34,027,35620,408,99999,999,Netcong borough,3232,1449,2580,1043,3232,2580,2722,2433,126,31,11,1,90,43,0,0,217,37,66,35
3402756460,060,34,027,35620,408,99999,999,Parsippany-Troy Hills township,53238,21274,50649,20066,53238,50649,33204,37620,1874,1574,92,61,15487,9145,8,28,1082,963,1491,1258
3402758110,060,34,027,35620,408,99999,999,Pequannock township,15540,6794,13888,5097,15540,13888,14881,13416,75,41,14,17,302,265,0,0,138,69,130,80
3402761890,060,34,027,35620,408,99999,999,Randolph township,25734,9343,24847,8903,25734,24847,21215,21293,690,572,28,15,2691,2272,3,5,584,326,523,364
3402763300,060,34,027,35620,408,99999,999,Riverdale borough,3559,1657,2498,940,3559,2498,3198,2333,43,27,2,1,189,68,0,0,59,40,68,29
3402764050,060,34,027,35620,408,99999,999,Rockaway borough,6438,2521,6473,2491,6438,6473,5330,5680,207,91,9,13,493,412,4,2,261,193,134,82
3402764080,060,34,027,35620,408,99999,999,Rockaway township,24156,9587,22930,8506,24156,22930,20878,20375,616,565,28,23,1611,1295,4,4,541,367,478,301
3402764980,060,34,027,35620,408,99999,999,Roxbury township,23324,8582,23883,8550,23324,23883,20573,22110,546,456,22,35,1346,855,12,17,362,162,463,248
3402775890,060,34,027,35620,408,99999,999,Victory Gardens borough,1520,566,1546,588,1520,1546,889,794,247,331,10,1,37,84,0,0,265,236,72,100
3402777240,060,34,027,35620,408,99999,999,Washington township,18533,6488,17592,5890,18533,17592,17247,16917,257,146,11,15,612,329,2,9,127,62,277,114
3402780390,060,34,027,35620,408,99999,999,Wharton borough,6522,2426,6298,2394,6522,6298,4947,5170,298,277,12,28,370,198,4,0,627,454,264,171
3402900000,060,34,029,35620,408,99999,999,County subdivisions not defined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3402903050,060,34,029,35620,408,99999,999,Barnegat township,20936,9085,15270,6066,20936,15270,19214,14468,681,338,30,14,363,152,1,0,265,107,382,191
3402903130,060,34,029,35620,408,99999,999,Barnegat Light borough,574,1282,764,1207,574,764,561,751,6,4,0,0,0,2,0,2,6,3,1,2
3402903520,060,34,029,35620,408,99999,999,Bay Head borough,968,1023,1238,1053,968,1238,954,1213,5,2,0,1,7,7,0,0,0,6,2,9
3402903940,060,34,029,35620,408,99999,999,Beach Haven borough,1170,2667,1278,2555,1170,1278,1084,1263,4,1,0,0,9,7,0,0,69,1,4,6
3402904180,060,34,029,35620,408,99999,999,Beachwood borough,11045,3826,10375,3623,11045,10375,10251,9925,198,101,8,13,166,117,1,6,269,115,152,98
3402905305,060,34,029,35620,408,99999,999,Berkeley township,41255,23818,39991,22288,41255,39991,39129,38833,723,519,46,16,466,181,5,4,465,173,421,265
3402907420,060,34,029,35620,408,99999,999,Brick township,75072,33677,76119,32689,75072,76119,69856,72932,1502,751,104,76,1173,904,27,12,1350,650,1060,794
3402918670,060,34,029,35620,408,99999,999,Eagleswood township,1603,760,1441,693,1603,1441,1546,1426,14,1,1,4,10,3,0,0,16,0,16,7
3402930390,060,34,029,35620,408,99999,999,Harvey Cedars borough,337,1214,359,1205,337,359,334,348,2,2,0,1,1,1,0,0,0,7,0,0
3402934530,060,34,029,35620,408,99999,999,Island Heights borough,1673,831,1751,807,1673,1751,1603,1712,4,2,2,8,23,11,0,0,6,1,35,17
3402934680,060,34,029,35620,408,99999,999,Jackson township,54856,20342,42816,14640,54856,42816,48765,39073,2664,1670,57,57,1616,882,18,3,696,414,1040,717
3402937380,060,34,029,35620,408,99999,999,Lacey township,27644,11573,25346,10580,27644,25346,26581,24800,167,91,38,38,222,139,6,2,316,103,314,173
3402937770,060,34,029,35620,408,99999,999,Lakehurst borough,2654,943,2522,961,2654,2522,2050,2124,287,198,17,16,56,59,6,2,97,69,141,54
3402938550,060,34,029,35620,408,99999,999,Lakewood township,92843,26337,60352,21214,92843,60352,78290,47542,5898,7270,276,105,777,836,14,19,6199,2783,1389,1797
3402939390,060,34,029,35620,408,99999,999,Lavallette borough,1875,3207,2665,3210,1875,2665,1835,2615,2,7,0,3,10,4,0,0,19,17,9,19
3402940560,060,34,029,35620,408,99999,999,Little Egg Harbor township,20065,10324,15945,7931,20065,15945,18899,15342,271,126,33,41,249,96,2,1,303,156,308,183
3402941250,060,34,029,35620,408,99999,999,Long Beach township,3051,9216,3329,9023,3051,3329,2959,3280,8,8,1,1,15,12,0,0,48,11,20,17
3402943140,060,34,029,35620,408,99999,999,Manchester township,43070,25886,38928,22681,43070,38928,39623,36724,1654,1190,38,45,768,338,10,10,479,267,498,354
3402943380,060,34,029,35620,408,99999,999,Mantoloking borough,296,535,423,522,296,423,281,413,5,7,1,0,1,2,0,0,7,1,1,0
3402954300,060,34,029,35620,408,99999,999,Ocean township,8332,4291,6450,2981,8332,6450,8061,6278,49,48,11,10,90,27,1,2,38,23,82,62
3402954450,060,34,029,35620,408,99999,999,Ocean Gate borough,2011,1203,2076,1152,2011,2076,1914,2004,27,20,1,3,4,20,0,0,42,11,23,18
3402958590,060,34,029,35620,408,99999,999,Pine Beach borough,2127,903,1950,872,2127,1950,2052,1919,8,5,3,1,30,12,0,0,15,4,19,9
3402959790,060,34,029,35620,408,99999,999,Plumsted township,8421,3067,7275,2628,8421,7275,7932,6831,152,167,27,10,73,53,2,1,104,99,131,114
3402959880,060,34,029,35620,408,99999,999,Point Pleasant borough,18392,8331,19306,8350,18392,19306,17666,18887,75,56,24,27,133,105,6,2,305,96,183,133
3402959910,060,34,029,35620,408,99999,999,Point Pleasant Beach borough,4665,3373,5314,3558,4665,5314,4308,5098,39,28,7,18,39,54,1,1,211,78,60,37
3402966450,060,34,029,35620,408,99999,999,Seaside Heights borough,2887,3003,3155,2840,2887,3155,2331,2838,193,127,17,20,44,27,0,0,201,37,101,106
3402966480,060,34,029,35620,408,99999,999,Seaside Park borough,1579,2703,2263,2811,1579,2263,1532,2213,15,6,0,8,6,14,0,2,14,4,12,16
3402967110,060,34,029,35620,408,99999,999,Ship Bottom borough,1156,2066,1384,2218,1156,1384,1074,1333,15,4,2,10,5,12,0,0,46,15,14,10
3402969510,060,34,029,35620,408,99999,999,South Toms River borough,3684,1160,3634,1123,3684,3634,2490,2637,712,769,21,5,23,25,0,0,263,91,175,107
3402970320,060,34,029,35620,408,99999,999,Stafford township,26535,13604,22532,11522,26535,22532,25077,21808,278,166,42,21,394,217,8,7,445,114,291,199
3402971640,060,34,029,35620,408,99999,999,Surf City borough,1205,2566,1442,2621,1205,1442,1151,1414,16,2,0,3,7,5,4,6,17,8,10,4
3402973125,060,34,029,35620,408,99999,999,Toms River township,91239,43334,,,91239,,82035,,2465,,156,,3266,,17,,1785,,1515,
3402974210,060,34,029,35620,408,99999,999,Tuckerton borough,3347,1902,3517,1971,3347,3517,3139,3408,25,14,3,10,35,19,0,0,69,19,76,47
3403106340,060,34,031,35620,408,99999,999,Bloomingdale borough,7656,3089,7610,2940,7656,7610,7041,7271,87,32,17,9,188,167,0,0,232,51,91,80
3403113690,060,34,031,35620,408,99999,999,Clifton city,84136,31946,78672,31060,84136,78672,58588,59960,4137,2277,419,192,7488,5066,22,27,10464,7553,3018,3597
3403129070,060,34,031,35620,408,99999,999,Haledon borough,8318,2932,8252,2906,8318,8252,5189,6073,979,585,44,14,528,377,8,2,1224,833,346,368
3403130570,060,34,031,35620,408,99999,999,Hawthorne borough,18791,7756,18218,7419,18791,18218,16652,17080,426,137,40,25,530,344,0,3,804,287,339,342
3403140620,060,34,031,35620,408,99999,999,Little Falls township,14432,4925,10855,4797,14432,10855,12510,10001,593,71,22,7,658,456,1,2,344,144,304,174
3403153040,060,34,031,35620,408,99999,999,North Haledon borough,8417,3213,7920,2675,8417,7920,7704,7526,148,114,2,5,318,79,0,0,107,75,138,121
3403156550,060,34,031,35620,408,99999,999,Passaic city,69781,20432,67861,20194,69781,67861,31440,24044,7425,9385,745,531,3040,3740,27,29,23284,26709,3820,3423
3403157000,060,34,031,35620,408,99999,999,Paterson city,146199,47946,149222,47169,146199,149222,50706,45913,46314,49095,1547,901,4878,2831,60,84,34999,41184,7695,9214
3403160090,060,34,031,35620,408,99999,999,Pompton Lakes borough,11097,4341,10640,4024,11097,10640,9758,9896,157,129,12,20,598,322,2,1,374,167,196,105
3403161170,060,34,031,35620,408,99999,999,Prospect Park borough,5865,1931,5779,1889,5865,5779,2995,3535,1165,789,88,24,188,182,6,4,1068,792,355,453
3403163150,060,34,031,35620,408,99999,999,Ringwood borough,12228,4331,12396,4221,12228,12396,11321,11636,166,199,152,179,213,148,2,1,144,83,230,150
3403173140,060,34,031,35620,408,99999,999,Totowa borough,10804,3918,9892,3630,10804,9892,9231,9239,248,111,11,2,640,224,0,0,456,195,218,121
3403176730,060,34,031,35620,408,99999,999,Wanaque borough,11116,4184,10266,3500,11116,10266,9724,9308,341,155,45,35,517,372,1,3,250,211,238,182
3403177840,060,34,031,35620,408,99999,999,Wayne township,54717,19768,54069,19218,54717,54069,47097,48687,1247,895,51,54,4478,3066,11,11,985,631,848,725
3403179460,060,34,031,35620,408,99999,999,West Milford township,25850,10419,26410,9909,25850,26410,24315,25110,362,326,134,159,334,269,4,4,273,160,428,382
3403182423,060,34,031,35620,408,99999,999,Woodland Park borough,11819,4835,,,11819,,9730,,500,,19,,496,,12,,727,,335,
3403300880,060,34,033,37980,428,99999,999,Alloway township,3467,1268,2774,995,3467,2774,3172,2516,176,191,15,15,31,12,0,0,21,11,52,29
3403310610,060,34,033,37980,428,99999,999,Carneys Point township,8049,3502,7684,3330,8049,7684,5963,6034,1361,1250,17,21,65,70,0,3,455,161,188,145
3403321240,060,34,033,37980,428,99999,999,Elmer borough,1395,577,1384,557,1395,1384,1312,1346,30,9,8,0,11,7,0,0,18,10,16,12
3403321330,060,34,033,37980,428,99999,999,Elsinboro township,1036,524,1092,530,1036,1092,964,1038,36,39,1,2,4,0,1,0,11,3,19,10
3403341640,060,34,033,37980,428,99999,999,Lower Alloways Creek township,1770,727,1851,730,1770,1851,1716,1784,24,40,5,2,3,12,0,0,2,3,20,10
3403343200,060,34,033,37980,428,99999,999,Mannington township,1806,592,1559,573,1806,1559,1311,1179,381,326,12,8,8,6,0,0,71,27,23,13
3403354810,060,34,033,37980,428,99999,999,Oldmans township,1773,699,1798,694,1773,1798,1551,1561,137,173,4,5,16,3,0,0,41,36,24,20
3403357750,060,34,033,37980,428,99999,999,Penns Grove borough,5147,2004,4886,2075,5147,4886,2153,2387,2047,1942,34,18,25,14,0,8,638,397,250,120
3403357870,060,34,033,37980,428,99999,999,Pennsville township,13409,5914,13194,5623,13409,13194,12696,12756,206,127,31,21,190,127,2,2,124,51,160,110
3403358530,060,34,033,37980,428,99999,999,Pilesgrove township,4016,1594,3923,1261,4016,3923,3647,3320,238,478,5,11,37,36,5,2,29,42,55,34
3403359130,060,34,033,37980,428,99999,999,Pittsgrove township,9393,3445,8893,3155,9393,8893,8282,7838,655,715,39,34,88,52,1,4,131,115,197,135
3403361470,060,34,033,37980,428,99999,999,Quinton township,2666,1099,2786,1133,2666,2786,2175,2286,344,403,15,30,10,9,0,0,32,20,90,38
3403365490,060,34,033,37980,428,99999,999,Salem city,5146,2633,5857,2863,5146,5857,1606,2194,3197,3325,21,35,20,14,0,0,95,81,207,208
3403375110,060,34,033,37980,428,99999,999,Upper Pittsgrove township,3505,1310,3468,1250,3505,3468,3326,3289,76,75,15,18,8,11,0,0,32,45,48,30
3403382720,060,34,033,37980,428,99999,999,Woodstown borough,3505,1529,3136,1389,3505,3136,2883,2667,401,405,18,6,41,23,1,0,45,8,116,27
3403504450,060,34,035,35620,408,99999,999,Bedminster township,8165,4349,8302,4467,8165,8302,7055,7476,168,145,2,9,709,532,1,2,84,69,146,69
3403505560,060,34,035,35620,408,99999,999,Bernards township,26652,10103,24575,9485,26652,24575,21809,21921,504,354,20,13,3679,1928,7,3,147,98,486,258
3403505590,060,34,035,35620,408,99999,999,Bernardsville borough,7707,2871,7345,2807,7707,7345,7043,6900,68,18,11,11,252,194,5,0,168,114,160,108
3403506790,060,34,035,35620,408,99999,999,Bound Brook borough,10402,3816,10155,3802,10402,10155,7253,8385,597,256,56,31,267,292,5,7,1818,880,406,304
3403507180,060,34,035,35620,408,99999,999,Branchburg township,14459,5419,14566,5405,14459,14566,12550,13174,326,284,22,15,1215,898,5,4,86,57,255,134
3403507720,060,34,035,35620,408,99999,999,Bridgewater township,44464,16657,42940,15879,44464,42940,33996,36527,1059,931,46,33,7927,4525,2,5,647,381,787,538
3403522890,060,34,035,35620,408,99999,999,Far Hills borough,919,418,859,386,919,859,876,825,6,7,0,1,17,18,0,0,5,0,15,8
3403524900,060,34,035,35620,408,99999,999,Franklin township,62300,24426,50903,19789,62300,50903,27887,28052,16539,13223,183,93,12450,6486,9,21,3183,1811,2049,1217
3403527510,060,34,035,35620,408,99999,999,Green Brook township,7203,2448,5654,1916,7203,5654,5297,5000,243,95,3,4,1456,452,3,2,81,40,120,61
3403531890,060,34,035,35620,408,99999,999,Hillsborough township,38303,14030,36634,12854,38303,36634,30109,31491,1757,1379,46,32,4743,2679,15,23,834,468,799,562
3403543620,060,34,035,35620,408,99999,999,Manville borough,10344,4277,10343,4296,10344,10343,8932,9928,281,47,10,7,206,136,0,3,672,118,243,104
3403546590,060,34,035,35620,408,99999,999,Millstone borough,418,167,410,173,418,410,400,400,5,4,0,0,7,4,0,0,4,0,2,2
3403547580,060,34,035,35620,408,99999,999,Montgomery township,22254,7902,17481,6130,22254,17481,15057,14781,633,361,19,15,5700,2011,2,2,298,80,545,231
3403553280,060,34,035,35620,408,99999,999,North Plainfield borough,21936,7848,21103,7393,21936,21103,12066,13307,4134,2824,63,59,1275,1064,12,17,3510,2887,876,945
3403557300,060,34,035,35620,408,99999,999,Peapack and Gladstone borough,2582,949,2433,871,2582,2433,2326,2298,105,76,3,2,50,30,1,0,45,17,52,10
3403561980,060,34,035,35620,408,99999,999,Raritan borough,6881,2847,6338,2644,6881,6338,5257,5561,144,59,11,5,983,518,1,10,316,104,169,81
3403564320,060,34,035,35620,408,99999,999,Rocky Hill borough,682,292,662,295,682,662,625,630,10,9,0,0,16,3,0,4,10,6,21,10
3403568460,060,34,035,35620,408,99999,999,Somerville borough,12098,4951,12423,4882,12098,12423,7941,8847,1470,1606,41,23,1375,913,9,3,767,634,495,397
3403568730,060,34,035,35620,408,99999,999,South Bound Brook borough,4563,1865,4492,1676,4563,4492,3066,3504,461,349,6,12,280,184,2,2,540,295,208,146
3403576940,060,34,035,35620,408,99999,999,Warren township,15311,5258,14259,4718,15311,14259,12392,12303,233,180,7,5,2307,1521,15,8,98,59,259,183
3403577600,060,34,035,35620,408,99999,999,Watchung borough,5801,2234,5613,2155,5801,5613,4671,4732,200,189,7,5,736,553,0,5,47,40,140,89
3403701330,060,34,037,35620,408,99999,999,Andover borough,606,263,658,273,606,658,556,610,7,15,2,5,13,15,0,1,16,8,12,4
3403701360,060,34,037,35620,408,99999,999,Andover township,6319,2181,6033,1968,6319,6033,5791,5698,213,112,11,5,164,139,0,2,46,36,94,41
3403707300,060,34,037,35620,408,99999,999,Branchville borough,841,386,845,377,841,845,811,832,3,1,3,3,9,3,0,0,4,1,11,5
3403709160,060,34,037,35620,408,99999,999,Byram township,8350,3207,8254,3078,8350,8254,7878,7905,123,80,10,5,179,116,1,5,52,53,107,90
3403724810,060,34,037,35620,408,99999,999,Frankford township,5565,2520,5420,2295,5565,5420,5359,5320,55,21,8,3,49,21,0,0,18,27,76,28
3403724930,060,34,037,35620,408,99999,999,Franklin borough,5045,2136,5160,1997,5045,5160,4649,4907,110,32,15,18,88,76,0,0,62,63,121,64
3403725140,060,34,037,35620,408,99999,999,Fredon township,3437,1289,2860,1019,3437,2860,3301,2779,18,15,4,7,58,24,0,0,21,16,35,19
3403727420,060,34,037,35620,408,99999,999,Green township,3601,1251,3220,1069,3601,3220,3413,3107,45,30,1,1,62,31,0,0,28,9,52,42
3403729220,060,34,037,35620,408,99999,999,Hamburg borough,3277,1476,3105,1233,3277,3105,2991,2892,66,23,8,9,67,71,0,0,59,52,86,58
3403729490,060,34,037,35620,408,99999,999,Hampton township,5196,2200,4943,2026,5196,4943,5011,4809,43,48,4,1,62,33,1,1,23,15,52,36
3403729850,060,34,037,35620,408,99999,999,Hardyston township,8213,3783,6171,2690,8213,6171,7527,5897,214,52,14,10,247,97,1,0,99,30,111,85
3403732910,060,34,037,35620,408,99999,999,Hopatcong borough,15147,6296,15888,6190,15147,15888,13794,14792,441,310,16,18,341,286,3,0,266,226,286,256
3403737440,060,34,037,35620,408,99999,999,Lafayette township,2538,919,2300,799,2538,2300,2422,2232,40,24,0,2,19,18,0,0,16,8,41,16
3403747430,060,34,037,35620,408,99999,999,Montague township,3847,1802,3412,1588,3847,3412,3552,3250,101,61,9,6,39,23,0,0,56,37,90,35
3403751930,060,34,037,35620,408,99999,999,Newton town,7997,3479,8244,3425,7997,8244,6801,7582,390,281,39,11,238,162,4,1,347,96,178,111
3403754660,060,34,037,35620,408,99999,999,Ogdensburg borough,2410,905,2638,903,2410,2638,2295,2573,8,4,1,1,44,19,4,0,24,7,34,34
3403765700,060,34,037,35620,408,99999,999,Sandyston township,1998,988,1825,907,1998,1825,1947,1786,8,7,2,3,11,8,0,2,6,1,24,18
3403769690,060,34,037,35620,408,99999,999,Sparta township,19722,7423,18080,6590,19722,18080,18569,17481,198,52,22,12,491,252,4,5,139,81,299,197
3403770380,060,34,037,35620,408,99999,999,Stanhope borough,3610,1472,3584,1419,3610,3584,3298,3353,57,48,3,2,84,55,0,3,95,50,73,73
3403770890,060,34,037,35620,408,99999,999,Stillwater township,4099,1930,4267,2030,4099,4267,3979,4180,27,7,2,9,29,20,1,0,8,10,53,41
3403771670,060,34,037,35620,408,99999,999,Sussex borough,2130,1005,2145,961,2130,2145,1939,2066,41,24,7,2,49,26,9,0,29,8,56,19
3403775740,060,34,037,35620,408,99999,999,Vernon township,23943,10958,24686,9994,23943,24686,22790,23837,332,188,40,22,186,173,8,7,263,195,324,264
3403776640,060,34,037,35620,408,99999,999,Walpack township,16,15,41,34,16,41,15,41,0,0,0,0,0,0,0,0,0,0,1,0
3403776790,060,34,037,35620,408,99999,999,Wantage township,11358,4173,10387,3663,11358,10387,10816,10086,137,67,13,6,113,70,0,1,106,43,173,114
3403905320,060,34,039,35620,408,99999,999,Berkeley Heights township,13183,4596,13407,4562,13183,13407,11290,12019,197,149,3,11,1375,1055,0,0,99,82,219,91
